date,id,name,y_items,y_actual_cost,total_list_size,Items_per_patient
01/03/2015,P84684,JOLLY MEDICAL CENTRE,157,660.13,3170,49.52681388
01/04/2015,P84684,JOLLY MEDICAL CENTRE,138,678.9,3154,43.75396322
01/05/2015,P84684,JOLLY MEDICAL CENTRE,127,635.71,3154,40.26632847
01/06/2015,P84684,JOLLY MEDICAL CENTRE,129,1002.42,3154,40.90044388
01/07/2015,P84684,JOLLY MEDICAL CENTRE,121,518.07,3158,38.31538949
01/08/2015,P84684,JOLLY MEDICAL CENTRE,109,835.39,3158,34.51551615
01/09/2015,P84684,JOLLY MEDICAL CENTRE,124,477.8,3158,39.26535782
01/10/2015,P84684,JOLLY MEDICAL CENTRE,129,645.96,3163,40.78406576
01/11/2015,P84684,JOLLY MEDICAL CENTRE,135,717.02,3163,42.68099905
01/12/2015,P84684,JOLLY MEDICAL CENTRE,124,627.2,3163,39.20328802
01/01/2016,P84684,JOLLY MEDICAL CENTRE,136,844.95,3160,43.03797468
01/02/2016,P84684,JOLLY MEDICAL CENTRE,118,667.53,3160,37.34177215
01/03/2016,P84684,JOLLY MEDICAL CENTRE,105,235.96,3160,33.2278481
01/04/2016,P84684,JOLLY MEDICAL CENTRE,116,392.59,3195,36.30672926
01/05/2016,P84684,JOLLY MEDICAL CENTRE,95,712.08,3195,29.73395931
01/06/2016,P84684,JOLLY MEDICAL CENTRE,105,866.61,3195,32.86384977
01/07/2016,P84684,JOLLY MEDICAL CENTRE,106,634.73,3251,32.6053522
01/08/2016,P84684,JOLLY MEDICAL CENTRE,103,640.73,3251,31.68255921
01/09/2016,P84684,JOLLY MEDICAL CENTRE,101,446.29,3251,31.06736389
01/10/2016,P84684,JOLLY MEDICAL CENTRE,123,282.69,3253,37.81125115
01/11/2016,P84684,JOLLY MEDICAL CENTRE,109,454.01,3253,33.50753151
01/12/2016,P84684,JOLLY MEDICAL CENTRE,118,561.09,3253,36.27420842
01/01/2017,P84684,JOLLY MEDICAL CENTRE,113,939.42,3308,34.15961306
01/02/2017,P84684,JOLLY MEDICAL CENTRE,107,554.31,3308,32.3458283
01/03/2017,P84684,JOLLY MEDICAL CENTRE,128,782.21,3308,38.69407497
01/04/2017,P84684,JOLLY MEDICAL CENTRE,104,407.71,3345,31.09118087
01/05/2017,P84684,JOLLY MEDICAL CENTRE,126,766.77,3349,37.6231711
01/06/2017,P84684,JOLLY MEDICAL CENTRE,109,579.59,3365,32.3922734
01/07/2017,P84684,JOLLY MEDICAL CENTRE,129,828.59,3366,38.32442068
01/08/2017,P84684,JOLLY MEDICAL CENTRE,119,481.16,3400,35
01/09/2017,P84684,JOLLY MEDICAL CENTRE,139,557.93,3420,40.64327485
01/10/2017,P84684,JOLLY MEDICAL CENTRE,167,582.91,3428,48.71645274
01/11/2017,P84684,JOLLY MEDICAL CENTRE,135,753.84,3453,39.09643788
01/12/2017,P84684,JOLLY MEDICAL CENTRE,157,523.03,3452,45.48088065
01/01/2018,P84684,JOLLY MEDICAL CENTRE,174,546.68,3466,50.20196192
01/02/2018,P84684,JOLLY MEDICAL CENTRE,173,701.98,3504,49.37214612
01/03/2018,P84684,JOLLY MEDICAL CENTRE,164,523.7,3660,44.80874317
01/04/2018,P84684,JOLLY MEDICAL CENTRE,128,523.15,3652,35.04928806
01/05/2018,P84684,JOLLY MEDICAL CENTRE,119,536.88,3654,32.56704981
01/06/2018,P84684,JOLLY MEDICAL CENTRE,128,844.12,3820,33.5078534
01/07/2018,P84684,JOLLY MEDICAL CENTRE,105,467.4,3878,27.07581227
01/08/2018,P84684,JOLLY MEDICAL CENTRE,107,442.24,3914,27.33776188
01/09/2018,P84684,JOLLY MEDICAL CENTRE,151,589.55,3955,38.1795196
01/10/2018,P84684,JOLLY MEDICAL CENTRE,164,704.49,3980,41.20603015
01/11/2018,P84684,JOLLY MEDICAL CENTRE,142,645.52,4032,35.21825397
01/12/2018,P84684,JOLLY MEDICAL CENTRE,149,620.65,4045,36.83559951
01/01/2019,P84684,JOLLY MEDICAL CENTRE,179,660.19,4079,43.88330473
01/02/2019,P84684,JOLLY MEDICAL CENTRE,170,639.15,4111,41.35246899
01/03/2019,P84684,JOLLY MEDICAL CENTRE,189,981.44,4161,45.42177361
01/04/2019,P84684,JOLLY MEDICAL CENTRE,164,908.85,4252,38.57008467
01/05/2019,P84684,JOLLY MEDICAL CENTRE,155,915.13,4289,36.13896013
01/06/2019,P84684,JOLLY MEDICAL CENTRE,159,895.17,4424,35.9403255
01/07/2019,P84684,JOLLY MEDICAL CENTRE,176,947.93,5219,33.72293543
01/08/2019,P84684,JOLLY MEDICAL CENTRE,117,745.84,5202,22.49134948
01/09/2019,P84684,JOLLY MEDICAL CENTRE,176,1028.86,5192,33.89830508
01/10/2014,P84022,KINGSWAY MEDICAL PRACTICE,299,1187.97,5818,51.39223101
01/11/2014,P84022,KINGSWAY MEDICAL PRACTICE,247,1218.55,5818,42.4544517
01/12/2014,P84022,KINGSWAY MEDICAL PRACTICE,396,1790.76,5818,68.06462702
01/01/2015,P84022,KINGSWAY MEDICAL PRACTICE,364,1406.39,5831,62.42496999
01/02/2015,P84022,KINGSWAY MEDICAL PRACTICE,344,1659.6,5831,58.99502658
01/03/2015,P84022,KINGSWAY MEDICAL PRACTICE,346,1755.66,5831,59.33802092
01/04/2015,P84022,KINGSWAY MEDICAL PRACTICE,298,1629.9,5857,50.87928974
01/05/2015,P84022,KINGSWAY MEDICAL PRACTICE,257,1862.59,5857,43.879119
01/06/2015,P84022,KINGSWAY MEDICAL PRACTICE,277,1196.21,5857,47.29383644
01/07/2015,P84022,KINGSWAY MEDICAL PRACTICE,314,1413.24,5797,54.1659479
01/08/2015,P84022,KINGSWAY MEDICAL PRACTICE,242,1164.56,5797,41.74573055
01/09/2015,P84022,KINGSWAY MEDICAL PRACTICE,327,1623.22,5797,56.40848715
01/10/2015,P84022,KINGSWAY MEDICAL PRACTICE,313,1315.45,5864,53.37653479
01/11/2015,P84022,KINGSWAY MEDICAL PRACTICE,339,1248.44,5864,57.81036835
01/12/2015,P84022,KINGSWAY MEDICAL PRACTICE,373,1847.2,5864,63.60845839
01/01/2016,P84022,KINGSWAY MEDICAL PRACTICE,332,1119.97,5891,56.35715498
01/02/2016,P84022,KINGSWAY MEDICAL PRACTICE,338,1875.95,5891,57.37565778
01/03/2016,P84022,KINGSWAY MEDICAL PRACTICE,310,1216.41,5891,52.62264471
01/04/2016,P84022,KINGSWAY MEDICAL PRACTICE,338,1181.13,5876,57.52212389
01/05/2016,P84022,KINGSWAY MEDICAL PRACTICE,286,1186.43,5876,48.67256637
01/06/2016,P84022,KINGSWAY MEDICAL PRACTICE,243,824.22,5876,41.35466304
01/07/2016,P84022,KINGSWAY MEDICAL PRACTICE,291,1407.6,5929,49.08078934
01/08/2016,P84022,KINGSWAY MEDICAL PRACTICE,281,1705.58,5929,47.39416428
01/09/2016,P84022,KINGSWAY MEDICAL PRACTICE,252,1268.05,5929,42.50295159
01/10/2016,P84022,KINGSWAY MEDICAL PRACTICE,316,1249.52,5918,53.39641771
01/11/2016,P84022,KINGSWAY MEDICAL PRACTICE,317,1243.5,5918,53.56539371
01/12/2016,P84022,KINGSWAY MEDICAL PRACTICE,319,1328.62,5918,53.90334572
01/01/2017,P84022,KINGSWAY MEDICAL PRACTICE,394,1917.34,5981,65.87527169
01/02/2017,P84022,KINGSWAY MEDICAL PRACTICE,287,998.94,5981,47.98528674
01/03/2017,P84022,KINGSWAY MEDICAL PRACTICE,323,1649.82,5981,54.0043471
01/04/2017,P84022,KINGSWAY MEDICAL PRACTICE,238,767.34,6006,39.62703963
01/05/2017,P84022,KINGSWAY MEDICAL PRACTICE,267,826.68,6024,44.32270916
01/06/2017,P84022,KINGSWAY MEDICAL PRACTICE,261,1088.48,6025,43.31950207
01/07/2017,P84022,KINGSWAY MEDICAL PRACTICE,213,566.28,6014,35.41735949
01/08/2017,P84022,KINGSWAY MEDICAL PRACTICE,243,664.93,6000,40.5
01/09/2017,P84022,KINGSWAY MEDICAL PRACTICE,246,753.33,6002,40.98633789
01/10/2017,P84022,KINGSWAY MEDICAL PRACTICE,260,868.07,6030,43.11774461
01/11/2017,P84022,KINGSWAY MEDICAL PRACTICE,262,954.64,6050,43.30578512
01/12/2017,P84022,KINGSWAY MEDICAL PRACTICE,247,1156.8,6037,40.91436144
01/01/2018,P84022,KINGSWAY MEDICAL PRACTICE,282,1186.12,6048,46.62698413
01/02/2018,P84022,KINGSWAY MEDICAL PRACTICE,238,812.99,6059,39.28040931
01/03/2018,P84022,KINGSWAY MEDICAL PRACTICE,250,1298.5,6063,41.23371268
01/04/2018,P84022,KINGSWAY MEDICAL PRACTICE,220,952.86,6070,36.24382208
01/05/2018,P84022,KINGSWAY MEDICAL PRACTICE,209,633.84,6052,34.53403833
01/06/2018,P84022,KINGSWAY MEDICAL PRACTICE,191,617.68,6066,31.48697659
01/07/2018,P84022,KINGSWAY MEDICAL PRACTICE,202,984.36,6063,33.31683985
01/08/2018,P84022,KINGSWAY MEDICAL PRACTICE,217,688.34,6073,35.73192821
01/09/2018,P84022,KINGSWAY MEDICAL PRACTICE,223,816.99,6064,36.77440633
01/10/2018,P84022,KINGSWAY MEDICAL PRACTICE,262,840.68,6036,43.40622929
01/11/2018,P84022,KINGSWAY MEDICAL PRACTICE,232,1019.23,6037,38.42968362
01/12/2018,P84022,KINGSWAY MEDICAL PRACTICE,260,755.61,6015,43.22527016
01/01/2019,P84022,KINGSWAY MEDICAL PRACTICE,276,904.8,6040,45.69536424
01/02/2019,P84022,KINGSWAY MEDICAL PRACTICE,180,608.84,6038,29.81119576
01/03/2019,P84022,KINGSWAY MEDICAL PRACTICE,249,1350.55,6036,41.25248509
01/04/2019,P84022,KINGSWAY MEDICAL PRACTICE,209,928.46,6031,34.65428619
01/05/2019,P84022,KINGSWAY MEDICAL PRACTICE,211,1212.58,6018,35.06148222
01/06/2019,P84022,KINGSWAY MEDICAL PRACTICE,223,1052.09,6029,36.98789186
01/07/2019,P84022,KINGSWAY MEDICAL PRACTICE,203,1128.02,6035,33.63711682
01/08/2019,P84022,KINGSWAY MEDICAL PRACTICE,216,821.51,6039,35.76751118
01/09/2019,P84022,KINGSWAY MEDICAL PRACTICE,230,1044.45,6019,38.21232763
01/10/2014,P84017,LADYBARN GROUP PRACTICE,427,1913.21,10222,41.77264723
01/11/2014,P84017,LADYBARN GROUP PRACTICE,447,2189.91,10222,43.7292115
01/12/2014,P84017,LADYBARN GROUP PRACTICE,630,2681.89,10222,61.6317746
01/01/2015,P84017,LADYBARN GROUP PRACTICE,531,2680.64,10268,51.71406311
01/02/2015,P84017,LADYBARN GROUP PRACTICE,429,2496.67,10268,41.78028827
01/03/2015,P84017,LADYBARN GROUP PRACTICE,470,3147.02,10268,45.7732762
01/04/2015,P84017,LADYBARN GROUP PRACTICE,460,2584.72,10305,44.63852499
01/05/2015,P84017,LADYBARN GROUP PRACTICE,399,2224.88,10305,38.71906841
01/06/2015,P84017,LADYBARN GROUP PRACTICE,380,2338.66,10305,36.87530325
01/07/2015,P84017,LADYBARN GROUP PRACTICE,472,2804.16,10270,45.95910419
01/08/2015,P84017,LADYBARN GROUP PRACTICE,312,1889.12,10270,30.37974684
01/09/2015,P84017,LADYBARN GROUP PRACTICE,407,2034.31,10270,39.62999026
01/10/2015,P84017,LADYBARN GROUP PRACTICE,404,2305.03,10340,39.07156673
01/11/2015,P84017,LADYBARN GROUP PRACTICE,400,1873.6,10340,38.68471954
01/12/2015,P84017,LADYBARN GROUP PRACTICE,448,2374.33,10340,43.32688588
01/01/2016,P84017,LADYBARN GROUP PRACTICE,481,1990.39,10372,46.37485538
01/02/2016,P84017,LADYBARN GROUP PRACTICE,418,1956.13,10372,40.30080987
01/03/2016,P84017,LADYBARN GROUP PRACTICE,458,1914.96,10372,44.1573467
01/04/2016,P84017,LADYBARN GROUP PRACTICE,415,2278.07,10445,39.73192915
01/05/2016,P84017,LADYBARN GROUP PRACTICE,368,1721.94,10445,35.2321685
01/06/2016,P84017,LADYBARN GROUP PRACTICE,359,1937.72,10445,34.37051221
01/07/2016,P84017,LADYBARN GROUP PRACTICE,363,1403.76,10425,34.82014388
01/08/2016,P84017,LADYBARN GROUP PRACTICE,352,2078.38,10425,33.76498801
01/09/2016,P84017,LADYBARN GROUP PRACTICE,344,2101.6,10425,32.99760192
01/10/2016,P84017,LADYBARN GROUP PRACTICE,365,1841.55,10431,34.99185121
01/11/2016,P84017,LADYBARN GROUP PRACTICE,389,2044.74,10431,37.29268527
01/12/2016,P84017,LADYBARN GROUP PRACTICE,390,1673.15,10431,37.38855335
01/01/2017,P84017,LADYBARN GROUP PRACTICE,408,1687.23,10563,38.62539051
01/02/2017,P84017,LADYBARN GROUP PRACTICE,383,1907.64,10563,36.25863864
01/03/2017,P84017,LADYBARN GROUP PRACTICE,374,2009.61,10563,35.40660797
01/04/2017,P84017,LADYBARN GROUP PRACTICE,337,1629.04,10593,31.81346172
01/05/2017,P84017,LADYBARN GROUP PRACTICE,360,1792.78,10591,33.99112454
01/06/2017,P84017,LADYBARN GROUP PRACTICE,329,1538.01,10608,31.01432881
01/07/2017,P84017,LADYBARN GROUP PRACTICE,315,1344.05,10575,29.78723404
01/08/2017,P84017,LADYBARN GROUP PRACTICE,324,1216.86,10597,30.57469095
01/09/2017,P84017,LADYBARN GROUP PRACTICE,366,1750.59,10604,34.51527725
01/10/2017,P84017,LADYBARN GROUP PRACTICE,343,1376.73,10626,32.27931489
01/11/2017,P84017,LADYBARN GROUP PRACTICE,390,1729.63,10636,36.66792027
01/12/2017,P84017,LADYBARN GROUP PRACTICE,384,1733.93,10650,36.05633803
01/01/2018,P84017,LADYBARN GROUP PRACTICE,418,1584.14,10658,39.21936573
01/02/2018,P84017,LADYBARN GROUP PRACTICE,396,1558.91,10656,37.16216216
01/03/2018,P84017,LADYBARN GROUP PRACTICE,378,1475.04,10664,35.44636159
01/04/2018,P84017,LADYBARN GROUP PRACTICE,321,1107.61,10696,30.01121915
01/05/2018,P84017,LADYBARN GROUP PRACTICE,348,1348.34,10689,32.55683413
01/06/2018,P84017,LADYBARN GROUP PRACTICE,332,1248.56,10701,31.02513784
01/07/2018,P84017,LADYBARN GROUP PRACTICE,352,1324.41,10708,32.8726186
01/08/2018,P84017,LADYBARN GROUP PRACTICE,333,1583.47,10722,31.0576385
01/09/2018,P84017,LADYBARN GROUP PRACTICE,320,1260.49,10725,29.83682984
01/10/2018,P84017,LADYBARN GROUP PRACTICE,413,1562.98,10696,38.61256545
01/11/2018,P84017,LADYBARN GROUP PRACTICE,364,1325.35,10726,33.93622972
01/12/2018,P84017,LADYBARN GROUP PRACTICE,366,1304.2,10722,34.1354225
01/01/2019,P84017,LADYBARN GROUP PRACTICE,408,1393.64,10732,38.01714499
01/02/2019,P84017,LADYBARN GROUP PRACTICE,384,1569.28,10790,35.58850788
01/03/2019,P84017,LADYBARN GROUP PRACTICE,338,1237.39,10793,31.31659409
01/04/2019,P84017,LADYBARN GROUP PRACTICE,337,1411.84,10818,31.15178406
01/05/2019,P84017,LADYBARN GROUP PRACTICE,355,1273.18,10828,32.78537126
01/06/2019,P84017,LADYBARN GROUP PRACTICE,352,1168.48,10838,32.47831703
01/07/2019,P84017,LADYBARN GROUP PRACTICE,374,1598.67,10830,34.53370268
01/08/2019,P84017,LADYBARN GROUP PRACTICE,378,3116.08,10827,34.9127182
01/09/2019,P84017,LADYBARN GROUP PRACTICE,390,1747.01,10812,36.07103219
01/10/2014,P84016,LEVENSHULME MEDICAL PRACTICE,398,1671.28,6865,57.97523671
01/11/2014,P84016,LEVENSHULME MEDICAL PRACTICE,450,2517.48,6865,65.54989075
01/12/2014,P84016,LEVENSHULME MEDICAL PRACTICE,563,2748.25,6865,82.01019665
01/01/2015,P84016,LEVENSHULME MEDICAL PRACTICE,409,1715.39,6889,59.37001016
01/02/2015,P84016,LEVENSHULME MEDICAL PRACTICE,426,2746.76,6889,61.83771229
01/03/2015,P84016,LEVENSHULME MEDICAL PRACTICE,418,2217.15,6889,60.6764407
01/04/2015,P84016,LEVENSHULME MEDICAL PRACTICE,393,2206.85,7019,55.99088189
01/05/2015,P84016,LEVENSHULME MEDICAL PRACTICE,326,1657.32,7019,46.44536259
01/06/2015,P84016,LEVENSHULME MEDICAL PRACTICE,326,1355.42,7019,46.44536259
01/07/2015,P84016,LEVENSHULME MEDICAL PRACTICE,411,2498.13,7049,58.30614272
01/08/2015,P84016,LEVENSHULME MEDICAL PRACTICE,259,1633.15,7049,36.7428004
01/09/2015,P84016,LEVENSHULME MEDICAL PRACTICE,318,1865.99,7049,45.11278195
01/10/2015,P84016,LEVENSHULME MEDICAL PRACTICE,395,1883.88,7113,55.53212428
01/11/2015,P84016,LEVENSHULME MEDICAL PRACTICE,401,2041.35,7113,56.37565022
01/12/2015,P84016,LEVENSHULME MEDICAL PRACTICE,398,1761.59,7113,55.95388725
01/01/2016,P84016,LEVENSHULME MEDICAL PRACTICE,382,1334.71,7123,53.62908887
01/02/2016,P84016,LEVENSHULME MEDICAL PRACTICE,344,1625.36,7123,48.29425804
01/03/2016,P84016,LEVENSHULME MEDICAL PRACTICE,475,2128.71,7123,66.68538537
01/04/2016,P84016,LEVENSHULME MEDICAL PRACTICE,400,1762.95,7263,55.07366102
01/05/2016,P84016,LEVENSHULME MEDICAL PRACTICE,315,1155.43,7263,43.37050805
01/06/2016,P84016,LEVENSHULME MEDICAL PRACTICE,340,1642.08,7263,46.81261187
01/07/2016,P84016,LEVENSHULME MEDICAL PRACTICE,359,1656.76,7433,48.29812996
01/08/2016,P84016,LEVENSHULME MEDICAL PRACTICE,289,1458.68,7433,38.88066729
01/09/2016,P84016,LEVENSHULME MEDICAL PRACTICE,330,1412.98,7433,44.39660971
01/10/2016,P84016,LEVENSHULME MEDICAL PRACTICE,395,2047.19,7429,53.17000942
01/11/2016,P84016,LEVENSHULME MEDICAL PRACTICE,469,2157.05,7429,63.13097321
01/12/2016,P84016,LEVENSHULME MEDICAL PRACTICE,422,1827.58,7429,56.80441513
01/01/2017,P84016,LEVENSHULME MEDICAL PRACTICE,392,1897.25,7640,51.30890052
01/02/2017,P84016,LEVENSHULME MEDICAL PRACTICE,320,1923.45,7640,41.88481675
01/03/2017,P84016,LEVENSHULME MEDICAL PRACTICE,406,2167.94,7640,53.14136126
01/04/2017,P84016,LEVENSHULME MEDICAL PRACTICE,272,1583.08,7651,35.55090838
01/05/2017,P84016,LEVENSHULME MEDICAL PRACTICE,344,2208.58,7644,45.00261643
01/06/2017,P84016,LEVENSHULME MEDICAL PRACTICE,313,1989.29,7682,40.74459776
01/07/2017,P84016,LEVENSHULME MEDICAL PRACTICE,306,1225.27,7672,39.88529718
01/08/2017,P84016,LEVENSHULME MEDICAL PRACTICE,307,1094.51,7680,39.97395833
01/09/2017,P84016,LEVENSHULME MEDICAL PRACTICE,328,1833.98,7699,42.60293545
01/10/2017,P84016,LEVENSHULME MEDICAL PRACTICE,406,1719.97,7694,52.76839095
01/11/2017,P84016,LEVENSHULME MEDICAL PRACTICE,390,1832.59,7709,50.59021922
01/12/2017,P84016,LEVENSHULME MEDICAL PRACTICE,356,1936.03,7729,46.06029241
01/01/2018,P84016,LEVENSHULME MEDICAL PRACTICE,407,1799.72,7727,52.67244726
01/02/2018,P84016,LEVENSHULME MEDICAL PRACTICE,361,2100.51,7767,46.4786919
01/03/2018,P84016,LEVENSHULME MEDICAL PRACTICE,387,2255.4,7785,49.71098266
01/04/2018,P84016,LEVENSHULME MEDICAL PRACTICE,290,1921.43,7793,37.21288336
01/05/2018,P84016,LEVENSHULME MEDICAL PRACTICE,321,1227.23,7828,41.00664282
01/06/2018,P84016,LEVENSHULME MEDICAL PRACTICE,268,1512.5,7835,34.20548819
01/07/2018,P84016,LEVENSHULME MEDICAL PRACTICE,310,1599.37,7854,39.47033359
01/08/2018,P84016,LEVENSHULME MEDICAL PRACTICE,237,1405.71,7878,30.08377761
01/09/2018,P84016,LEVENSHULME MEDICAL PRACTICE,295,1684.1,7901,37.33704594
01/10/2018,P84016,LEVENSHULME MEDICAL PRACTICE,374,1833.36,7882,47.44988582
01/11/2018,P84016,LEVENSHULME MEDICAL PRACTICE,334,1499.42,7876,42.40731336
01/12/2018,P84016,LEVENSHULME MEDICAL PRACTICE,347,2093.45,7853,44.18693493
01/01/2019,P84016,LEVENSHULME MEDICAL PRACTICE,356,1827.43,7882,45.16620147
01/02/2019,P84016,LEVENSHULME MEDICAL PRACTICE,382,1543.21,7920,48.23232323
01/03/2019,P84016,LEVENSHULME MEDICAL PRACTICE,322,1301.67,7923,40.64117127
01/04/2019,P84016,LEVENSHULME MEDICAL PRACTICE,337,1426.62,7950,42.38993711
01/05/2019,P84016,LEVENSHULME MEDICAL PRACTICE,321,1958.14,8011,40.06990388
01/06/2019,P84016,LEVENSHULME MEDICAL PRACTICE,323,1808.21,8068,40.03470501
01/07/2019,P84016,LEVENSHULME MEDICAL PRACTICE,374,2699.22,8038,46.52898731
01/08/2019,P84016,LEVENSHULME MEDICAL PRACTICE,285,2642.21,8064,35.3422619
01/09/2019,P84016,LEVENSHULME MEDICAL PRACTICE,330,2349,8070,40.89219331
01/10/2014,P84059,LIME SQUARE MEDICAL CENTRE,440,2682.26,5676,77.51937984
01/11/2014,P84059,LIME SQUARE MEDICAL CENTRE,439,1782.27,5676,77.34319944
01/12/2014,P84059,LIME SQUARE MEDICAL CENTRE,606,2662.95,5676,106.7653277
01/01/2015,P84059,LIME SQUARE MEDICAL CENTRE,467,2064.8,5728,81.52932961
01/02/2015,P84059,LIME SQUARE MEDICAL CENTRE,391,1896.62,5728,68.26117318
01/03/2015,P84059,LIME SQUARE MEDICAL CENTRE,497,2240.2,5728,86.76675978
01/04/2015,P84059,LIME SQUARE MEDICAL CENTRE,373,2136.94,5790,64.42141623
01/05/2015,P84059,LIME SQUARE MEDICAL CENTRE,449,2016.89,5790,77.54749568
01/06/2015,P84059,LIME SQUARE MEDICAL CENTRE,420,1753.94,5790,72.5388601
01/07/2015,P84059,LIME SQUARE MEDICAL CENTRE,367,1820.44,5865,62.57459506
01/08/2015,P84059,LIME SQUARE MEDICAL CENTRE,355,1536.06,5865,60.52855925
01/09/2015,P84059,LIME SQUARE MEDICAL CENTRE,403,1783.65,5865,68.71270247
01/10/2015,P84059,LIME SQUARE MEDICAL CENTRE,505,2396.62,5958,84.75998657
01/11/2015,P84059,LIME SQUARE MEDICAL CENTRE,439,1953.11,5958,73.68244377
01/12/2015,P84059,LIME SQUARE MEDICAL CENTRE,533,2275.22,5958,89.45955018
01/01/2016,P84059,LIME SQUARE MEDICAL CENTRE,377,1793.21,6001,62.82286286
01/02/2016,P84059,LIME SQUARE MEDICAL CENTRE,443,2125.12,6001,73.82102983
01/03/2016,P84059,LIME SQUARE MEDICAL CENTRE,471,2643.72,6001,78.48691885
01/04/2016,P84059,LIME SQUARE MEDICAL CENTRE,383,1608.27,6107,62.71491731
01/05/2016,P84059,LIME SQUARE MEDICAL CENTRE,399,2003.05,6107,65.33486163
01/06/2016,P84059,LIME SQUARE MEDICAL CENTRE,447,2403.94,6107,73.19469461
01/07/2016,P84059,LIME SQUARE MEDICAL CENTRE,351,2008,6163,56.95278274
01/08/2016,P84059,LIME SQUARE MEDICAL CENTRE,320,2021.27,6163,51.92276489
01/09/2016,P84059,LIME SQUARE MEDICAL CENTRE,328,1470.43,6163,53.22083401
01/10/2016,P84059,LIME SQUARE MEDICAL CENTRE,370,1685.68,6166,60.00648719
01/11/2016,P84059,LIME SQUARE MEDICAL CENTRE,397,1755.85,6166,64.38533896
01/12/2016,P84059,LIME SQUARE MEDICAL CENTRE,408,1884.18,6166,66.1693156
01/01/2017,P84059,LIME SQUARE MEDICAL CENTRE,385,1561.7,6097,63.14580941
01/02/2017,P84059,LIME SQUARE MEDICAL CENTRE,372,1538.38,6097,61.01361325
01/03/2017,P84059,LIME SQUARE MEDICAL CENTRE,355,2080.8,6097,58.22535673
01/04/2017,P84059,LIME SQUARE MEDICAL CENTRE,283,1617.12,6134,46.13628953
01/05/2017,P84059,LIME SQUARE MEDICAL CENTRE,301,1567.88,6140,49.0228013
01/06/2017,P84059,LIME SQUARE MEDICAL CENTRE,315,1533.98,6138,51.31964809
01/07/2017,P84059,LIME SQUARE MEDICAL CENTRE,285,1631.89,6140,46.41693811
01/08/2017,P84059,LIME SQUARE MEDICAL CENTRE,60,227.57,6099,9.837678308
01/09/2017,P84059,LIME SQUARE MEDICAL CENTRE,44,193.14,6051,7.271525368
01/10/2017,P84059,LIME SQUARE MEDICAL CENTRE,94,503.33,5983,15.71118168
01/11/2017,P84059,LIME SQUARE MEDICAL CENTRE,144,589.58,5919,24.32843386
01/12/2017,P84059,LIME SQUARE MEDICAL CENTRE,389,1693.63,5832,66.70096022
01/01/2018,P84059,LIME SQUARE MEDICAL CENTRE,398,1260.87,5778,68.88196608
01/02/2018,P84059,LIME SQUARE MEDICAL CENTRE,369,1756.11,5711,64.61215199
01/03/2018,P84059,LIME SQUARE MEDICAL CENTRE,392,1642.24,5670,69.13580247
01/04/2018,P84059,LIME SQUARE MEDICAL CENTRE,274,1206.53,5633,48.64193148
01/05/2018,P84059,LIME SQUARE MEDICAL CENTRE,311,1611.77,5726,54.313657
01/06/2018,P84059,LIME SQUARE MEDICAL CENTRE,314,1568.62,5935,52.90648694
01/07/2018,P84059,LIME SQUARE MEDICAL CENTRE,304,1470.79,5951,51.08385145
01/08/2018,P84059,LIME SQUARE MEDICAL CENTRE,281,1589.31,5981,46.98211002
01/09/2018,P84059,LIME SQUARE MEDICAL CENTRE,298,1607.71,5998,49.68322774
01/10/2018,P84059,LIME SQUARE MEDICAL CENTRE,349,1872.23,6005,58.1182348
01/11/2018,P84059,LIME SQUARE MEDICAL CENTRE,330,1337.28,6004,54.96335776
01/12/2018,P84059,LIME SQUARE MEDICAL CENTRE,352,2006.21,6035,58.32642916
01/01/2019,P84059,LIME SQUARE MEDICAL CENTRE,441,2877.09,6065,72.71228359
01/02/2019,P84059,LIME SQUARE MEDICAL CENTRE,356,2128.55,6079,58.56226353
01/03/2019,P84059,LIME SQUARE MEDICAL CENTRE,357,2143.89,6099,58.53418593
01/04/2019,P84059,LIME SQUARE MEDICAL CENTRE,311,2205.64,6114,50.86686294
01/05/2019,P84059,LIME SQUARE MEDICAL CENTRE,319,2409.01,6144,51.92057292
01/06/2019,P84059,LIME SQUARE MEDICAL CENTRE,296,1930.69,6157,48.07536138
01/07/2019,P84059,LIME SQUARE MEDICAL CENTRE,366,2298.2,6177,59.25206411
01/08/2019,P84059,LIME SQUARE MEDICAL CENTRE,322,2105.6,6188,52.0361991
01/09/2019,P84059,LIME SQUARE MEDICAL CENTRE,337,1868.99,6203,54.3285507
01/10/2014,P84689,LONGSIGHT MEDICAL PRACTICE,182,1095.15,4730,38.47780127
01/11/2014,P84689,LONGSIGHT MEDICAL PRACTICE,182,603.55,4730,38.47780127
01/12/2014,P84689,LONGSIGHT MEDICAL PRACTICE,257,1014.27,4730,54.33403805
01/01/2015,P84689,LONGSIGHT MEDICAL PRACTICE,218,927.65,4833,45.10655907
01/02/2015,P84689,LONGSIGHT MEDICAL PRACTICE,152,981.18,4833,31.45044486
01/03/2015,P84689,LONGSIGHT MEDICAL PRACTICE,184,950.36,4833,38.07159114
01/04/2015,P84689,LONGSIGHT MEDICAL PRACTICE,142,768.29,4805,29.55254943
01/05/2015,P84689,LONGSIGHT MEDICAL PRACTICE,161,931.83,4805,33.50676379
01/06/2015,P84689,LONGSIGHT MEDICAL PRACTICE,178,1016.19,4805,37.04474506
01/07/2015,P84689,LONGSIGHT MEDICAL PRACTICE,138,658.21,4804,28.72606162
